track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,shazam_counts,explicit_track
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,2023-05-11,USQX92302824,134,130,230849195,23091,12233221,64,363082908,5135848,4897595,104580759,1551501289,150614267,49,24103,214,25,319914,33,23525446,4705,623446,0
Made You Look,Takin' It Back,Meghan Trainor,2022-10-21,USSM12204574,135,130,720720922,74295,89509926,77,221078988,2557839,4687520,1252326407,15247253457,718932832,108,412680,5869,43,1491347,59,81828913,36462,3086624,0
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,2023-06-22,QZMEQ2306756,136,129,1378494,351,43395,34,1022331,22739,7702832,90289248,1272592848,98142716,28,5954,86,15,237120,17,12735768,7832,50550,0
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2024-05-29,INS182401602,137,129,2827545,62,1433870,67,54330074,801621,182200,26534406,265917250,98142716,28,5954,86,15,237120,10,12735768,7832,5620,0
vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12304091,138,129,998964097,90793,87801398,18,113450524,2108657,394640,152624014,1448207880,1111017294,173,161513,93,61,5239925,128,28318435,67590,4872257,1
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,2024-03-01,BCAEW2400001,139,128,37157630,2052,30387641,74,63418833,427441,1600000,853176,8850449,149589609,11,190,86,32,8460458,11,12735768,7832,42895,0
Back,Back,LOLA,2022-08-03,UKQNV2100272,140,128,48428,92,15747,3,2123978358,5670850,111,102828,735317,98142716,28,46,86,15,237120,17,12735768,7832,854584,0
People,People - Single,Libianca,2022-12-05,QZTB52268087,141,128,631955547,121823,45030006,74,305998382,2647341,3168854,243797561,3233505931,704906130,145,122781,202,74,1217657,54,9017480,11289,6121126,1
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,2024-01-05,ATR981312465,142,127,239850720,1,47,67,148269610,1257935,3528100,37591836,688302023,98142716,28,5954,86,15,237120,17,12735768,7832,854584,1
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-03-17,TCAIA2495220,143,127,94635338,10537,11716074,67,944314,17943,1300000,182937084,1542242100,98142716,13,5954,2,15,237120,8,684557,1079,1597467,1
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,2024-04-05,UKWLG2400013,144,127,114574238,10564,180987712,84,9134225,124326,299000,4419373,79796400,3117914,87,86814,159,128,35099280,133,4503872,442,854584,0
Abc,Abc,J Ross,2023-02-14,CLLU22300585,145,127,31867,5,5100,1,1538564650,2066653,182200,26534406,265917250,98142716,28,174,86,15,237120,17,12735768,7832,1178,0
La Bachata,La Bachata,Manuel Turizo,2022-05-26,QZDYA1800087,146,126,1721045197,156941,97122096,81,798827877,3379928,1614275,209367923,2596777974,420585933,142,152522,1161,97,8709032,133,47203290,19769,4817885,0
ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,2023-04-07,FRX282306294,147,125,8028757,1972,488653,44,48533758,399664,8800000,256186613,3985974550,6879573,1,373,86,15,237120,17,12735768,7832,220198,0
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,USUM72102636,148,125,1612286123,282719,97390961,74,1019256266,10280320,1404274,502778982,4702037810,2889452237,348,569287,789,342,2587713,90,92111798,90598,7848760,1
PROVENZA,PROVENZA,KAROL G,2022-04-22,USUM72205906,151,124,1185929926,103026,64847502,76,1229843060,5870729,1300337,251445963,2829294043,763687717,115,130158,688,75,7349218,90,92136339,29371,3397861,0
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,USAT22005111,152,123,1325725696,171255,53040559,72,1329826741,15965491,8470921,1183499351,9539547626,181452145,222,91249,306,94,249116,50,184950173,397731,4618794,1
SPOT!,SPOT!,ZICO,2024-04-26,USA2P2421932,153,123,77757035,3407,35428519,81,100148771,2531168,99900,46645177,366905484,24981456,27,1861,51,2,151901,20,63300,98,173263,0
Family Matters,Family Matters,Drake,2024-05-03,USUG12402984,154,123,72335127,8696,36774031,86,41492122,1034563,182200,26534406,265917250,166330702,38,1488,86,16,1504365,60,3065493,2302,283217,1
Again,Missing,Kurochuu,2024-06-09,CA5KR2466577,155,122,136237285,2,2190,2,148269610,1257935,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,854584,0
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,2023-07-14,USA2P2330093,156,122,1673557134,54950,91343768,80,397523735,10125293,341522,114990786,761760624,1800517153,86,23714,861,54,5286388,56,6442882,4352,2310409,1
Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300802,157,122,922010059,107189,61174155,79,141852059,567295,285414,61112010,811685466,182412108,106,18364,1846,7,33712,38,307115852,200650,2665347,1
Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,IEACJ2300335,158,121,532012790,22396,130752527,85,13119247,218957,182200,26534406,265917250,98142716,235,6952,86,85,25307005,108,12735768,7832,2580089,0
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305257,160,121,850810162,56104,79334561,82,258553384,1174349,1167300,58820722,717259721,590681204,72,39951,4,57,7146260,83,32210732,12492,1537093,1
Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,USAT22100906,161,120,1312168384,248793,50068571,75,993324548,9537455,1503567,369280607,3350704343,2421128623,308,557867,309,120,1553392,103,149304590,91366,10288388,0
ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý 3ýýýýýý ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý),2022-01-05,JPKI02118106,162,120,548408,130,20518,24,1356336,17701,18000000,334009036,7041708832,98142716,1,5954,86,15,237120,17,12735768,7832,69763,0
good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,USUG12101245,163,118,2167768056,309421,72787213,79,773591065,11098007,1893481,1080682523,8186754429,2285796743,355,4835,1283,98,1610293,102,119030447,170032,854584,1
DESPECHï¿,DESPECHï¿,ROSALï¿½,2022-07-28,USSM12207207,166,117,1003487432,126402,88024543,73,621874255,2859234,2409247,476447290,6208638113,672233681,152,175614,1077,105,6388819,97,40988020,6129,3205234,1
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,2020-04-17,USUM72007941,167,117,1638836101,272933,50425049,70,1170441361,13667470,5241838,364560431,3869815694,201859518,216,298661,62,98,1699879,47,245618280,272002,7646337,1
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,2023-03-23,GBAHS2201304,168,117,372423476,44730,21933393,71,131308671,1074684,1102985,38959591,830123390,961201576,132,644972,287,32,1018314,68,40613139,6969,2886987,0
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2023-08-24,USWB12304903,169,116,630373315,70400,105320547,84,50938569,246731,215433,70110809,586454750,207483261,95,83414,35,47,9094602,112,147144967,33058,1673932,0
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,2023-08-03,DGA062382895,171,116,474590289,24891,25915889,78,577930708,1569516,136500,32754141,509287649,1484713132,27,15783,215,22,2762020,27,44676754,9094,1173817,0
About Damn Time,About Damn Time,Lizzo,2022-04-14,USAT22202139,172,116,847025688,104052,47808065,66,106024874,1080393,3030761,1522267606,15665483220,22274346,215,1024138,2826,143,1456203,4,12735768,7832,5445721,1
FLOWER,ME,JISOO,2023-03-31,KRA402300002,174,114,440364356,26107,15314737,70,525156884,10820829,3411209,550993898,6724997940,68869541,33,11830,92,6,26844,35,1335366,3263,1058579,0
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364199,175,114,689181455,61138,90492257,83,183381482,738123,213300,49332435,487440417,546833520,67,32507,175,51,13729294,44,14039085,3684,930098,1
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,2023-10-06,USUG12306085,176,113,372248119,68037,44498005,67,86580734,1106306,77600,20713030,128182068,384403788,53,44112,31,13,481832,39,19029194,36347,2131059,1
LUNA,FERXXOCALIPSIS,Feid,2023-12-01,USUM72318216,178,113,606124553,40628,139802900,86,166363445,1019744,14519,5128004,29601244,476273095,80,51631,170,64,14011480,31,1550124,1179,1704574,0
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,2022-06-03,USUM72208023,179,112,827950825,118965,64661540,73,299001099,2751490,172228,118133115,1359837461,3624466116,83,761996,2175,43,3276564,70,150508004,31988,3384275,1
Bones,Bones,Imagine Dragons,2022-03-11,USUM72201759,180,112,1227475431,180053,70861210,78,584854654,6691488,341199,191133207,2255843288,3064084870,94,305868,1789,47,1718874,67,124506820,66190,7031981,0
Segï¿½ï¿½n Qu,Segï¿½ï¿½n Qu,Maluma,2023-08-17,USSD12300400,182,112,571366508,32236,42828677,79,475200526,1369288,182200,26534406,265917250,1602673476,50,38691,423,60,10199675,29,35912217,8715,1703294,1
Selfish,Selfish,Justin Timberlake,2024-01-25,USRC12400001,181,112,92932220,8847,31258778,67,42581931,513055,182200,26534406,265917250,1607922581,73,232736,18,75,12673906,43,28794637,6080,1440935,0
golden hour,golden hour,JVKE,2022-07-15,GBKPL2204171,183,111,1126986320,200887,45885823,73,293553015,5388022,461623,313934124,2305840359,2451087344,77,148360,719,22,379311,35,32611885,64225,3897680,0
Get It Sexyy,Get It Sexyy,Sexyy Red,2024-03-15,QZSYP2454435,185,111,89362910,7377,70714216,84,37676729,525264,361700,71058620,476545000,126493852,52,52534,976,4,57534,58,10234988,14251,514293,1
"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,2023-10-18,USWD12328242,186,111,26674909,2673,8562091,19,7863539,84565,4304279,50776319,709276580,300010,36,214,86,4,81296,20,1639744,2942,87704,0
IDGAF (feat. Yeat),For All The Dogs,Drake,2023-10-06,USUG12306072,187,111,406875019,85930,45178662,67,39850191,427973,1225,2163852,22689637,11148894,29,4395,109,16,435466,29,1498994,6021,964984,1
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214888,188,111,1421763497,152592,62313059,78,945857087,5587691,179400,14518451,225142753,171156518,91,72953,191,42,6938988,49,57148186,17651,3087489,0
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,2022-10-12,QMDA62217995,190,110,804925777,128247,62532855,75,175393116,1729347,935169,362063344,3209982240,841611064,138,400246,65,65,8982560,66,21279325,11614,6548714,1
Stargazing,Stargazing,Myles Smith,2024-05-10,GBARL2400510,191,110,106599323,9406,164949597,87,10331471,167936,182200,279000,4700000,38232470,120,11172,14,93,14817504,109,3667355,548,854584,0
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-17,USUG12204897,192,110,971473231,239671,77479207,78,198796965,2003253,803500,85725313,926300276,327806846,110,1041,641,18,314003,57,50899547,48037,3142892,1
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013339,193,110,1125681368,251023,32574699,72,306628096,3322075,5487112,345484397,2775640343,258709304,119,372838,744,21,94686,22,224742683,79225,3908069,1
Classy 101,Classy 101,Feid,2023-03-31,USUM72304895,195,109,872148396,90726,70485920,78,477047694,1887642,459540,102272836,1113541743,1850185458,94,46835,186,50,12249404,55,11049774,3399,1625704,1
Whatever,Whatever,Kygo,2024-01-19,USRC12302637,196,109,222354971,17551,159961203,83,45439562,522558,182200,26534406,265917250,1880782257,111,191358,278,171,32320584,109,10225886,568,1421900,0
Whatever She Wants,Whatever She Wants,Bryson Tiller,2024-02-13,USRC12400299,197,108,207093873,23181,114051028,87,19787472,254004,67400,22398663,298300000,320540886,61,5477,577,31,1483573,65,6895257,6101,854584,1
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,2023-08-04,DEA622301801,198,108,361517395,119783,95312340,80,37192341,491577,13334,1804060,35999853,3117914,56,56118,86,52,4459149,23,12735768,7832,4372188,0
"yes, and?","yes, and?",Ariana Grande,2024-01-12,USUM72400048,199,108,416813996,22468,101875097,67,115105080,2893111,77900,5912130,10072539,2382932899,106,79382,114,87,6747701,92,3441709,3255,1028262,1
meet the grahams,meet the grahams,Kendrick Lamar,2024-05-03,USUG12400909,201,107,65520394,8933,15896982,67,36834647,1700363,182200,1542400,7700000,127419599,13,275,86,7,397856,22,1062564,2314,185009,1
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,2023-10-06,USUG12306071,202,107,328526298,72252,68612350,67,61769035,1228629,859,267545,2571188,1488182707,54,99793,16,19,2797550,49,28093871,6623,1198582,1
Rush,Rush,Ayra Starr,2022-09-16,NGA3B2216004,205,106,371886608,98009,19411516,67,361174452,1904397,3035139,98505939,1454848289,269311214,162,85871,230,47,2772886,67,10681624,3972,8870769,0
abcdefu,abcdefu,GAYLE,2021-08-13,USAT22103652,206,106,1128273165,193857,61311826,70,499895662,6801671,2167302,1127247971,12414681151,3366280433,209,470778,1509,79,4946332,45,154675499,105068,7565502,1
Buga,Buga,Kizz Daniel,2022-05-03,USUYG1425645,208,106,86516910,30835,3440925,57,266679537,1536035,10289181,119876546,1872751535,29657775,51,13698,86,9,580760,19,7380862,2596,3876226,0
Bad Habit,Bad Habit,Steve Lacy,2022-06-29,USRC12201440,207,106,1087938471,220515,63054597,73,147472695,2050299,902163,360938850,2783442788,2111662944,132,2962,1461,69,3999785,58,13639179,45788,4118983,1
MONEY,LALISA,LISA,2021-09-10,KRA402100099,210,106,1189335848,103236,33637835,73,1323718887,20328622,3707867,1292738947,12516703531,1203702704,54,29685,461,29,484446,25,4765438,18921,3720737,1
Columbia,Columbia,Quevedo,2023-07-07,BK4DA2310533,209,106,721002940,84161,56226278,79,266411536,1343262,372100,71411756,752868970,535715103,47,51158,44,39,1537049,64,260176,1269,1148958,0
LADY GAGA,LADY GAGA,Peso Pluma,2023-06-22,QM7282306246,212,105,684204777,48370,25130304,78,362779953,1617493,777100,112400175,1207597707,297822969,51,4811,27,22,13901598,32,21933646,13520,1567605,1
Woman,Planet Her,Doja Cat,2021-06-25,USRC12101532,211,105,1606950381,217443,95985096,78,641326002,7454749,2148350,795146493,5944657895,3148985028,217,414829,1849,84,3363038,42,64368314,44396,5907933,1
CUFF IT,RENAISSANCE,Beyoncï¿,2022-07-29,USSM12206232,213,105,795960535,100204,68659216,73,176996169,1606296,2762888,945005125,11215597325,251341543,182,481547,818,108,3025424,142,41249326,32516,3861203,1
KING KONG,KING KONG,TREASURE,2024-05-28,KRA402400030,214,104,8078265,207,12311489,68,44927750,931230,182200,26534406,265917250,98142716,10,70,86,5,572,25,6554,4,12404,0
How You Like That,How You Like That,BLACKPINK,2020-06-25,KRA402000111,215,104,1033109188,82170,21177170,68,1584676582,29210301,10007464,628046798,7988463856,328047537,96,36043,37,34,130559,46,8108765,42199,3461123,0
Milf Song,Milf Song,The Puddleducks,2022-08-19,QZMEP2285895,216,104,1165982,1176,23110,28,1704936540,3631067,1865,1476436,7758599,1318392,28,1,86,15,237120,17,12735768,7832,1261,0
Nasty,Nasty,Tinashe,2024-04-12,USLD91757578,217,104,31612906,3887,106475497,76,6277949,171470,535464,171691158,1051026401,480,38,1638,13,3,153459,69,154795,1095,336779,0
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,2022-12-02,USUG12208783,218,104,706356280,166277,62975073,77,172653099,1750863,32432,14181961,108461504,205280243,56,72856,331,13,1040628,41,27896080,16722,2363066,1
Push Ups,Push Ups,Drake,2024-04-19,USUG12402283,220,104,107762230,14601,74447627,67,14792036,301396,182200,26534406,265917250,26026257,42,157,6,12,1162053,54,5661793,2749,432776,1
Tattoo,Tattoo,Loreen,2023-02-25,SEUM72201638,221,104,518846340,83033,48268736,77,348331280,3205077,236349,68936229,718955243,800667085,113,216701,86,66,2861624,54,334813,3599,7777679,0
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-09,USRC12100543,222,103,1823871908,262313,116916147,76,307855103,2540592,2074944,1053759171,8035914098,2053577,470,551084,650,129,1850223,98,100039259,54999,9556378,1
What It Is (Block Boy) (with Kodak Black),What It Is (Versions),Doechii,2023-03-17,USUG12301757,223,103,102772879,29487,4775168,61,65934972,760669,3308739,92626234,847338969,2863864,29,364224,125,7,265913,32,16502733,8732,4072292,1
Gata Only,Gata Only - Single,FloyyMenor,2023-12-21,QZNN22329474,224,103,4674619,1841,61398,67,108313521,990782,2200000,35324159,391444977,1286981,28,1,86,15,237120,17,12735768,7832,854584,0
Illusion,Illusion,Dua Lipa,2024-04-11,GBAHT2400114,225,103,108501771,7430,117576704,12,3947610,60459,3584,4057,38200,165475383,113,90842,66,74,4720248,75,5866019,522,437667,1
drivers license,drivers license,Olivia Rodrigo,2021-01-08,USUG12004749,226,103,2184754018,250778,70173770,79,984811734,18682671,1365848,617386471,3781894216,642666612,347,4173,272,214,1182092,72,77733001,230402,11006064,1
Used To Be Young,Endless Summer Vacation,Miley Cyrus,2023-08-18,USSM12306461,227,102,205468104,30639,39407660,69,61624959,1364492,67350,33519594,503074793,1819751244,97,419595,266,64,1571733,62,55443800,10442,1999859,0
Cupid - Twin Ver.,The Beginning: Cupid - Single,FIFTY FIFTY,2023-02-24,KSA012239181,229,102,861388470,103040,37365896,48,15219067,176594,2107181,407118298,4388576830,98142716,110,152024,624,34,336049,77,21156145,21450,5114752,0
How Sweet,How Sweet,NewJeans,2024-05-24,USA2P2414843,228,102,33595707,1940,36883184,79,40327759,965652,182200,26534406,265917250,164750613,58,734,2,8,835757,62,63815,100,44878,0
Players,Players,Coi Leray,2022-11-30,USUM72222387,230,102,465588517,91658,60607887,67,109781672,1706148,1456347,477814190,4784803362,383354491,110,453212,7098,42,843815,63,37137946,16871,5620077,1
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,2023-03-11,QZDA72340256,232,102,11648,6,2392,67,1175875850,1505556,182200,26534406,265917250,1318392,28,26,86,15,237120,17,12735768,7832,16,1
Here With Me,Here With Me,d4vd,2022-07-20,QZMEM2209263,234,101,1042311849,154178,58833842,80,256736243,2649848,2321933,467461517,3656967030,313752369,79,18211,111,48,636981,41,4556490,10111,3315939,0
Favorite Song,Favorite Song,Toosii,2023-02-17,USUM72301797,235,101,186579651,45668,6252506,62,231699320,1670867,249537,11127302,117325107,533205544,43,200850,717,4,290227,9,111316408,71027,2561322,0
Si No Quieres No,Si No Quieres No - Single,Luis R Conriquez,2024-03-09,US3DF2417042,233,101,158131138,5423,71590238,85,135893150,889014,142300,14500,147200,134369232,34,8,3,8,2319237,15,5439215,3601,833928,0
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,2024-06-05,ES31E2401197,237,101,186123398,52,50069,67,148269610,1257935,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,854584,0
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-26,USSM12100531,238,101,1902241314,316054,50751390,70,274582854,3603644,2297386,864049980,7655286423,3417613,310,262285,2026,112,2516760,80,72087250,72155,10553717,1
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,2023-03-03,QZ5FN2369288,239,100,42761,80,1636,16,1138846819,2113492,182200,26534406,265917250,98142716,28,5,86,15,237120,17,12735768,7832,449,0
